Rank,Name,Platform,Year,Genre,Publisher
1762,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts
1763,Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega
1764,Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment
1765,Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games
1766,Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive
1767,Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive
1768,Kaboom!,2600,1980,Misc,Activision
1769,Red Dead Redemption: Undead Nightmare,PS3,2010,Action,Take-Two Interactive
1770,Sonic and the Black Knight,Wii,2009,Platform,Sega
1771,Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision
1772,Qix,GB,1990,Puzzle,Nintendo
1773,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment
1774,Doraemon,NES,1986,Action,Hudson Soft
1775,High School Musical 2: Work This Out!,DS,2008,Misc,Disney Interactive Studios
1776,Ratchet & Clank: All 4 One,PS3,2011,Platform,Sony Computer Entertainment
1777,Donkey Konga,GC,2003,Misc,Nintendo
1778,Fight Night Champion,PS3,2011,Fighting,Electronic Arts
1779,Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation
1780,Tak and the Power of Juju,PS2,2003,Platform,THQ
1781,Asteroids,PS,1998,Shooter,Success
1782,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile
1783,Pokemon Rumble Blast,3DS,2011,Action,Nintendo
1784,Action Bass,PS,2000,Action,Take-Two Interactive
1785,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision
1786,Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment
1787,Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft
1788,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment
1789,Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment
1790,Mirror's Edge,PS3,2008,Platform,Electronic Arts
1791,Rabbids Go Home,Wii,2009,Platform,Ubisoft
1792,South Park,N64,1998,Shooter,Acclaim Entertainment
1793,Commando,NES,1986,Action,Capcom
1794,Pilotwings,SNES,1990,Simulation,Nintendo
1795,Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive
1796,Super R.C. Pro-Am,GB,1991,Racing,Nintendo
1797,The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts
1798,LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive
1799,Royal Palace of White Sword and The City of Gentiles,PS2,2005,Role-Playing,Take-Two Interactive
1800,Guitar Hero 5,X360,2009,Misc,Activision
1801,Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari
1802,Need for Speed Underground 2,GC,2004,Racing,Electronic Arts
1803,MechAssault,XB,2002,Simulation,Microsoft Game Studios
1804,ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment
1805,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts
1806,Derby Stallion 99,PS,1999,Sports,ASCII Entertainment
1807,Cars,GBA,2006,Racing,THQ
1808,Fantasy Life,3DS,2012,Role-Playing,Nintendo
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft
1810,WWE 2K15,PS4,2014,Sports,Take-Two Interactive
1811,Donkey Kong,NES,1983,Platform,Nintendo
1812,Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment
1813,WWE 2K14,X360,2013,Sports,Take-Two Interactive
1814,Alien: Isolation,PS4,2014,Shooter,Sega
1815,Yakuza 3,PS3,2009,Action,Sega
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2005,Role-Playing,Nintendo
1817,The Beatles: Rock Band,PS3,2009,Misc,MTV Games
1818,Dragon Age II,X360,2011,Action,Electronic Arts
1819,Moon Patrol,2600,1982,Shooter,Atari
1820,Supercar Street Challenge,PS2,2001,Racing,Activision
1821,Pilotwings 64,N64,1996,Simulation,Nintendo
1822,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios
1823,Final Fantasy XIV: A Realm Reborn,PS3,2013,Role-Playing,Square Enix
1824,Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment
1825,Rocksmith,X360,2011,Misc,Ubisoft
1826,Disney Infinity 2.0: Marvel Super Heroes,X360,2014,Action,Disney Interactive Studios
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment
1828,Call Of Duty 2: Big Red One,XB,2005,Shooter,Activision
1829,Yoshi's Cookie,NES,1992,Puzzle,Nintendo
1830,Guitar Hero 5,PS2,2009,Misc,Activision
1831,Worldwide Soccer Manager 2008,PC,2007,Sports,Russel
1832,Spider-Man 2,XB,2004,Action,Activision
1833,Counter-Strike,XB,2003,Shooter,Microsoft Game Studios
1834,Mad Max (2015),PS4,2015,Action,Warner Bros. Interactive Entertainment
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision
1836,GRID,PS3,2008,Racing,Codemasters
1837,Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane
1838,Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios
1839,Rock Band,PS2,N/A,Misc,Electronic Arts
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft
1841,Donkey Kong Jr.,NES,1983,Platform,Nintendo
1842,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment
1843,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment
1844,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts
1845,Pikmin 3,WiiU,2013,Strategy,Nintendo
1846,Legend of Mana,PS,1999,Role-Playing,SquareSoft
1847,Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft
1848,Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios
1849,Guitar Hero 5,PS3,2009,Misc,Activision
1850,Megamania,2600,1981,Shooter,Activision
1851,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts
1852,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo
1853,Jungle Hunt,2600,1982,Platform,Atari
1854,Triple Play 98,PS,1997,Sports,Electronic Arts
1855,LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment
1856,Petz Dogz 2,DS,2007,Simulation,Ubisoft
1857,WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,Konami Digital Entertainment
1859,Lode Runner,NES,1984,Puzzle,Hudson Soft
1860,The Final Fantasy Legend,GB,1989,Role-Playing,SquareSoft
1861,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games
1862,F-Zero X,N64,1998,Racing,Nintendo
1863,Popeye,NES,1983,Platform,Nintendo
1864,NERF N-Strike,Wii,2008,Shooter,Electronic Arts
1865,NBA Live 2001,PS2,2001,Sports,Electronic Arts
1866,SingStar Legends,PS2,2006,Misc,Sony Computer Entertainment
1867,SingStar Rocks!,PS2,2006,Misc,Sony Computer Entertainment
1868,Tales of Symphonia,GC,2003,Role-Playing,Nintendo
1869,Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision
1870,Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment
1871,Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix
1872,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts
1873,Imagine: Babysitters,DS,2008,Simulation,Ubisoft
1874,The Simpsons Game,PSP,2007,Action,Electronic Arts
1875,Yakuza 2,PS2,2006,Adventure,Sega
1876,Skate 2,X360,2009,Sports,Electronic Arts
1877,Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari
1878,Virtua Fighter 5,PS3,2007,Fighting,Sega
1879,NFL 2K1,DC,2000,Sports,Sega
1880,BeatMania,PS,1998,Simulation,Konami Digital Entertainment
1881,Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment
1882,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts
1883,Madden NFL 2004,XB,2003,Sports,Electronic Arts
1884,Empire: Total War,PC,2009,Strategy,Sega
1885,The Godfather,PS2,2006,Action,Electronic Arts
1886,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts
1887,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts
1888,Densha De Go!,PS,1997,Simulation,Taito
1889,Dante's Inferno,PS3,2010,Action,Electronic Arts
1890,Sonic & Sega All-Stars Racing,DS,2010,Racing,Sega
1891,Skylanders Giants,PS3,2012,Action,Activision
1892,Endless Ocean,Wii,2007,Adventure,Nintendo
1893,NFL Blitz 2000,PS,1998,Sports,Midway Games
1894,Sonic Free Riders,X360,2010,Racing,Sega
1895,NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts
1896,Prince of Persia,PS3,2008,Action,Ubisoft
1897,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,2002,Platform,THQ
1898,Grand Theft Auto V,PC,2015,Action,Take-Two Interactive
1899,The Biggest Loser,Wii,2009,Sports,THQ
1900,Fisherman's Bass Club,PS2,2002,Sports,Agetec
1901,MySims Agents,DS,2009,Adventure,Electronic Arts
1902,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom
1903,NCAA Football 13,X360,2012,Action,Electronic Arts
1904,Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive
1905,FIFA Soccer 11,Wii,2010,Sports,Electronic Arts
1906,The Orange Box,PS3,2007,Shooter,Electronic Arts
1907,Joust,2600,1982,Platform,Atari
1908,Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive
1909,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft
1910,DiRT 3,PS3,2011,Racing,Codemasters
1911,LEGO City Undercover,WiiU,2013,Platform,Nintendo
1912,Spore Creatures,DS,2008,Simulation,Electronic Arts
1913,Ready 2 Rumble Boxing,PS,1998,Sports,Midway Games
1914,Dragon Ball Z: Taiketsu,GBA,2003,Fighting,Atari
1915,Disney's Lilo & Stitch,GBA,2002,Platform,Ubisoft
1916,Star Fox: Assault,GC,2005,Shooter,Nintendo
1917,Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,Fighting,Capcom
1919,NCAA Football 14,X360,2013,Sports,Electronic Arts
1920,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment
1921,Call of Duty 3,PS2,2006,Shooter,Activision
1922,Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft
1923,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive
1924,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive
1925,Virtua Fighter,SAT,1994,Fighting,Sega
1926,Championship Manager 99/00,PC,1999,Sports,Eidos Interactive
1927,WWE SmackDown vs. Raw 2010,PS2,2009,Fighting,THQ
1928,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment
1929,Super Princess Peach,DS,2005,Platform,Nintendo
1930,NHL 99,PS,1997,Sports,Electronic Arts
1931,SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games
1932,Skylanders SWAP Force,PS3,2013,Platform,Activision
1933,F1 2012,PS3,2012,Racing,Codemasters
1934,World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment
1935,Disney Universe,Wii,2011,Action,Disney Interactive Studios
1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment
1937,LEGO Pirates of the Caribbean: The Video Game,X360,2011,Action,Disney Interactive Studios
1938,Hot Wheels Turbo Racing,PS,1999,Racing,Electronic Arts
1939,NCAA Football 99,PS,1998,Sports,Electronic Arts
1940,Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games
1941,Aliens vs Predator,X360,2010,Shooter,Sega
1942,Freekstyle,PS2,2002,Racing,Electronic Arts
1943,Junior Brain Trainer,DS,2008,Misc,GSP
1944,Darksiders,X360,2010,Action,THQ
1945,DiRT,PS3,2007,Racing,Codemasters
1946,Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision
1947,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,D3Publisher
1948,Sega Superstars Tennis,Wii,2008,Sports,Sega
1949,NBA Street V3,PS2,2005,Sports,Electronic Arts
1950,Sleeping Dogs,PS3,2012,Action,Square Enix
1951,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts
1952,Worms Armageddon,PS,1999,Strategy,Microprose
1953,Hulk,PS2,2003,Action,Universal Interactive
1954,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision
1955,NFL Blitz,N64,1998,Sports,Midway Games
1956,NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment
1957,DJ Hero,X360,2009,Misc,Activision
1958,Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive
1959,Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games
1960,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games
1961,Spider-Man 2,GBA,2004,Action,Activision
1962,Virtua Tennis 3,PS3,2007,Sports,Sega
1963,Seek and Destroy,PS2,2002,Racing,Play It
1964,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment
1965,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom
1966,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft
1967,Cosmic Ark,2600,1981,Shooter,Imagic
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment
1969,Skylanders: Trap Team,Wii,2014,Action,Activision
1970,Aliens vs Predator,PS3,2010,Shooter,Sega
1971,Defender,2600,1980,Misc,Atari
1972,Dance on Broadway,Wii,2010,Misc,Ubisoft
1973,Adventure Island,NES,1986,Platform,Hudson Soft
1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games
1976,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment
1977,UFC Undisputed 3,PS3,2012,Action,THQ
1978,NBA 2K3,PS2,2002,Sports,Sega
1979,Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games
1980,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts
1981,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment
1982,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft
1983,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ
1984,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios
1985,Sonic the Hedgehog,X360,2006,Platform,Sega
1986,MySims Agents,Wii,2009,Adventure,Electronic Arts
1987,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment
1988,Pokemon Conquest,DS,2012,Role-Playing,Nintendo
1989,The Simpsons Game,X360,2007,Action,Electronic Arts
1990,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment
1991,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts
1992,Legacy of Kain: Soul Reaver,PS,N/A,Action,Eidos Interactive
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari
1994,Disney Tangled,DS,2010,Action,Disney Interactive Studios
1995,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games
1996,ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment
1997,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios
1998,Mega Man X4,PS,1996,Action,Virgin Interactive
1999,Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo
2000,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment
2001,Brink,X360,2011,Shooter,Bethesda Softworks
2002,F-Zero: Maximum Velocity,GBA,2001,Racing,Nintendo
2003,Bomberman 64,N64,1997,Puzzle,Hudson Soft
2004,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment
2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision
2006,Project CARS,PS4,2015,Racing,Slightly Mad Studios
2007,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts
2008,Kirby: Mass Attack,DS,2011,Platform,Nintendo
2009,LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment
2010,ZhuZhu Pets,DS,2010,Simulation,Activision
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft
2012,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment
2013,WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment
2014,EA Sports UFC,PS4,2014,Sports,Electronic Arts
2015,MX vs. ATV Unleashed,PS2,2005,Racing,THQ
2016,Sonic Unleashed,PS3,2008,Platform,Sega
2017,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts
2018,Rayman Origins,PS3,2011,Platform,Ubisoft
2019,Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios
2020,NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts
2021,Donkey Kong Land III,GB,N/A,Platform,Nintendo
2022,Bomberman,NES,1985,Puzzle,Hudson Soft
2023,The Simpsons Game,Wii,2007,Action,Electronic Arts
2024,Tomb Raider,PC,1996,Action,Eidos Interactive
2025,Rock Band 2,Wii,2008,Misc,MTV Games
2026,Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive
2027,Bulletstorm,X360,2011,Shooter,Electronic Arts
2028,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts
2029,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation
2030,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft
2031,ZombiU,WiiU,2012,Action,Ubisoft
2032,Shrek 2,GC,2004,Platform,Activision
2033,Petz: Catz 2,DS,2007,Simulation,Ubisoft
2034,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games
2035,Final Fight 2,SNES,1993,Action,Capcom
2036,Wall-E,Wii,2008,Platform,THQ
2037,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts
2038,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari
2039,Madden NFL 07,XB,2006,Sports,Electronic Arts
2040,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,Disney Interactive Studios
2041,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts
2042,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive
2043,Bayonetta 2,WiiU,2014,Action,Nintendo
2044,Prince of Persia,X360,2008,Action,Ubisoft
2045,God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment
2046,Sonic Generations,3DS,2011,Platform,Sega
2047,Ninja Gaiden II,X360,2008,Action,Tecmo Koei
2048,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment
2049,Championship Manager 3,PC,2003,Sports,Eidos Interactive
2050,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision
2051,Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,Sega
2052,Monster Rancher,PS,1997,Simulation,Tecmo Koei
2053,The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment
2054,DiRT 2,PS3,2009,Racing,Codemasters
2055,Rayman Legends,PS4,2014,Platform,Ubisoft
2056,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts
2057,Ford Racing 2,PS2,2003,Racing,Empire Interactive
2058,Breath of Fire III,PS,1997,Role-Playing,Capcom
2059,PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment
2060,Dead or Alive 2,PS2,2000,Fighting,Tecmo Koei
2061,1942,NES,1985,Shooter,Capcom
2062,Excitebike 64,N64,2000,Racing,Nintendo
2063,NES Open Tournament Golf,NES,1991,Sports,Nintendo
2064,Game & Watch Gallery,GB,1997,Misc,Nintendo
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation
2066,SoulCalibur II,XB,2003,Fighting,Namco Bandai Games
2067,Haze,PS3,2008,Shooter,Ubisoft
2068,UFC Undisputed 3,X360,2012,Action,THQ
2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment
2070,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts
2071,NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment
2072,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe
2073,NBA Live 97,PS,1996,Sports,Electronic Arts
2074,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei
2075,Zoo Tycoon DS,DS,2005,Strategy,THQ
2076,Rocksmith 2014,PS3,2013,Misc,Ubisoft
2077,Dead Space 3,PS3,2013,Action,Electronic Arts
2078,Wheel of Fortune,Wii,2010,Misc,THQ
2079,Disney Infinity,PS3,2013,Action,Disney Interactive Studios
2080,Dark Souls,X360,2011,Role-Playing,Namco Bandai Games
2081,Puzzler Collection,DS,2008,Puzzle,Ubisoft
2082,Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment
2083,Dead Space 3,X360,2013,Action,Electronic Arts
2084,Phoenix Wright: Ace Attorney,DS,2005,Adventure,Capcom
2085,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios
2086,The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games
2087,Littlest Pet Shop: Winter,DS,2008,Simulation,Electronic Arts
2088,LEGO Harry Potter: Years 5-7,X360,N/A,Action,Warner Bros. Interactive Entertainment
2089,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft
2090,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games
2091,NCAA Football 12,X360,2011,Sports,Electronic Arts
2092,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios
2093,Band Hero,Wii,2009,Misc,Activision
2094,Cars: Race-O-Rama,Wii,2009,Racing,THQ
2095,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive
2096,EyePet,PS3,2009,Simulation,Sony Computer Entertainment
2097,Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment
2098,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive
2099,The Bouncer,PS2,2000,Action,Sony Computer Entertainment
2100,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision
2101,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ
2102,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts
2103,Shadow The Hedgehog,GC,2005,Platform,Sega
2104,Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive
2105,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks
